,ACTIVITY DESC,lon,lat
424,ALL OTHER BUSINESS SUPPORT SERVICES,-117.0272,32.5809
425,"PLUMBING, HEATING & AC CONTRACTOR",-117.158356,32.828518
426,OTHER PERSONAL SERVICES,-117.19927,32.745403
427,OTHER AUTOMOTIVE R&M,-117.16924,32.73035
428,MACHINE SHOPS,-117.15237,32.890896
429,ALL OTHER PERSONAL SERVICES,-117.10725,32.836735
430,ALL OTHER LEGAL SERVICES,-117.11386,32.912235
431,JANITORIAL SERVICES,-117.04261,32.656765
432,OTHER TELECOMMUNICATIONS,-116.98635,32.74799
433,MUSICAL GROUPS & ARTISTS,-117.24762,32.739574
434,ALL OTHER SPECIAL TRADE CONTRACTORS,-118.04866,33.963943
435,OTHER AUTOMOTIVE R&M,-117.08499,32.713604
436,OFFICES OF PHYSICIANS,-117.0854,32.75697
437,CONSULTING SERVICES,-117.136826,32.82904
438,ELECTRICAL CONTRACTORS,-117.15739,32.82175
439,TAXI & LIMOUSINE SERVICE,-117.23004,32.910202
440,EXAM PREPARATION & TUTORING,-117.07694,32.761234
441,BEAUTY SALONS,-117.24694,32.79844
442,EMPLOYMENT SERVICES,-117.155754,32.781452
443,"BUILDING, DEVELOPING & GENERAL CONTRACTING",-117.09566,32.6469
444,EMPLOYMENT SERVICES,-116.74779,32.84777
445,COMPUTER & ELECTRONIC PRODUCT MFG,-117.04263,32.709
446,LOCKSMITHS,-117.12325,32.8047
447,CARPET & UPHOLSTERY CLEANING SERVICES,-117.023415,32.789597
448,PHOTOGRAPHIC SERVICES,-117.088974,32.757683
449,MANAGEMENT CONSULTING SERVICES,-117.06592,33.03634
450,RESIDENTIAL BUILDING CONSTRUCTION,-117.06256,33.149174
451,BUSINESS TAX EXEMPT,-117.213486,32.736713
452,BEAUTY SALONS,-117.16272,32.708046
453,OTH PROFESSIONAL/SCIENTIFIC/TECHNICAL SERVICE,-117.25245,32.79723
454,GENERAL FREIGHT TRUCKING,-117.07426,32.56829
455,"PROFESSIONAL, SCIENTIFIC & TECHNICAL SERVICES",-117.05676,33.0452
456,OFFICES OF ALL OTH MISC HEALTH PRACTITIONERS,-117.080986,32.76402
457,BEAUTY SALONS,-117.120674,32.831936
458,OFFICES OF PHYSICIANS,-117.06224,32.77808
459,OPEN-END INVESTMENT FUNDS,-117.15756,32.756367
460,OTHER MISCELLANEOUS DURABLE GOODS WHSLE,-117.02927,32.924377
461,JANITORIAL SERVICES,-117.10696,32.745426
462,"MANAGEMENT, SCI & TECH CONSULTING SERVICES",-117.076744,33.019974
463,OTHER MISCELLANEOUS MFG,-117.191605,33.13781
464,OTHER AUTOMOTIVE R&M,-117.16648,32.71841
465,ALL OTHER PERSONAL SERVICES,-117.06285,32.915688
466,DIRECT SELLING ESTABLISHMENTS,-117.10071,32.97178
467,OFFICES OF REAL ESTATE AGENTS & BROKERS,-117.069565,32.941406
468,RESIDENTIAL BUILDING CONSTRUCTION,-117.18155,32.800053
469,ELECTRICAL CONTRACTORS,-117.08478,32.735332
470,"BUILDING, DEVELOPING & GENERAL CONTRACTING",-117.3784,33.196556
471,OFFICES OF LAWYERS,-117.12353,32.96105
472,JANITORIAL SERVICES,-117.043015,32.710693
473,ADMINISTRATIVE & SUPPORT SERVICES,-117.13126,32.838795
474,ELECTROPL/PLATING/POLISH/ANODIZE/COLORING,-117.14407,32.89188
475,"HAIR, NAIL & SKIN CARE SERVICES",-117.15036,32.709713
476,CONSUMER GOODS RENTAL,-117.05041,32.667763
477,ALL OTHER PERSONAL SERVICES,-117.07324,32.720005
478,MASSAGE THERAPY,-117.20096,32.812744
479,ACCOUNTING/TAX PREP/BOOKKEEP/PAYROLL SERVICES,-117.16063,32.717815
480,OFFICES OF CERTIFIED PUBLIC ACCOUNTANTS,-117.16063,32.717815
481,"BUILDING, DEVELOPING & GENERAL CONTRACTING",-117.18206,32.887127
482,RENTAL & LEASING SERVICES,-117.25171,32.778923
483,RESIDENTIAL BUILDING CONSTRUCTION,-116.87479,32.873837
484,ACCOUNTING/TAX PREP/BOOKKEEP/PAYROLL SERVICES,-117.08336,32.791393
485,RESIDENTIAL PROPERTY MANAGERS,-117.24563,32.750084
486,CLOTHING STORES,-117.03583,32.543823
487,"PROFESSIONAL, SCIENTIFIC & TECHNICAL SERVICES",-117.11289,32.68517
488,JANITORIAL SERVICES,-117.10876,32.954468
489,SCIENTIFIC R&D SERVICES,-117.15451,32.748463
490,LANDSCAPING SERVICES,-117.08695,32.691586
491,AUTOMOTIVE R&M,-117.154884,32.81805
492,ALL OTHER SPECIAL TRADE CONTRACTORS,-117.164734,32.834656
493,"BUILDING, DEVELOPING & GENERAL CONTRACTING",-116.95014,32.851425
494,ALL OTH HEALTH PRACTITIONERS' OFFICES,-117.20728,32.957542
495,JANITORIAL SERVICES,-117.08237,32.789852
496,"WHOLESALE TRADE, NONDURABLE GOODS",-117.08849,32.594933
497,USED CAR DEALERS,-117.18982,32.745037
498,"BUILDING, DEVELOPING & GENERAL CONTRACTING",-116.97037,32.829575
499,"BUILDING, DEVELOPING & GENERAL CONTRACTING",-117.168495,32.90409
500,AUTOMOTIVE R&M,-117.05834,32.75375
501,SECURITY SYSTEMS SERVICES,-117.15624,32.71677
502,ALL OTHER AUTOMOTIVE R&M,-117.24464,32.735165
503,JANITORIAL SERVICES,-117.06234,32.708447
504,ALL OTHER WASTE MANAGEMENT SERVICES,-117.018295,32.92701
505,LANDSCAPING SERVICES,-117.11322,32.699852
506,CONSUMER ELECTRONICS R&M,-117.02825,32.74458
507,EXAM PREPARATION & TUTORING,-117.121826,32.724728
508,JANITORIAL SERVICES,-116.94272,32.88324
509,ALL OTHER SPECIAL TRADE CONTRACTORS,-117.16226,32.888683
510,"WHOLESALE TRADE, DURABLE GOODS",-117.06157,32.566475
511,OTHER PERSONAL & HOUSEHOLD GOODS R&M,-117.20679,32.782295
512,AUTOMOBILE & OTHER MOTOR VEHICLE WHSLE,-116.9667,32.567173
513,ACCOUNTING/TAX PREP/BOOKKEEP/PAYROLL SERVICES,-117.203156,32.791622
514,MEDICAL & DIAGNOSTIC LABORATORIES,-117.05964,32.7543
515,LOCKSMITHS,-117.15442,32.77687
516,"PLUMBING, HEATING & AC CONTRACTOR",-117.04353,32.93495
517,WAREHOUSING & STORAGE,-117.09956,32.779873
518,RENTAL & LEASING SERVICES,-117.08408,32.58167
519,WAREHOUSING & STORAGE,-117.18694,32.759228
520,WAREHOUSING & STORAGE,-117.18444,32.740627
521,"TILE, MARBLE, TERRAZZO & MOSAIC CONTRACTORS",-117.24515,33.189888
522,OTHER ACTIVITIES RELATED TO REAL ESTATE,-117.095314,32.78295
523,CONSTRUCTION,-117.088135,33.125618
524,EXAM PREPARATION & TUTORING,-117.20359,32.87042
525,ELECTRICAL CONTRACTORS,-116.94514,32.893093
526,EXAM PREPARATION & TUTORING,-117.15556,32.924355
527,FULL-SERVICE RESTAURANTS,-117.07694,32.76111
528,"PLUMBING, HEATING & AC CONTRACTOR",-117.180855,32.88204
529,GENERAL FREIGHT TRUCKING,-116.93594,32.556206
530,ALL OTHER AUTOMOTIVE R&M,-117.10093,32.74505
531,"ALL OTH PROF, SCIENTIFIC & TECHNICAL SERVICES",-117.131676,32.920635
532,ALL OTHER BUSINESS SUPPORT SERVICES,-117.13336,32.928654
533,"BUILDING, DEVELOPING & GENERAL CONTRACTING",-117.064766,32.949905
534,"BUILDING, DEVELOPING & GENERAL CONTRACTING",-117.11131,33.122368
535,OTH SCIENTIFIC & TECHNICAL CONSULTING SERVICE,-117.14657,32.89755
536,"INDEPENDENT ARTISTS, WRITERS & PERFORMERS",-117.09214,32.758507
537,RESIDENTIAL BUILDING CONSTRUCTION,-116.871925,32.725655
538,"PLUMBING, HEATING & AC CONTRACTOR",-117.15958,32.74998
539,OTHER AUTOMOTIVE R&M,-117.05611,32.678085
540,JANITORIAL SERVICES,-117.031044,32.71961
541,"ALL OTH PROF, SCIENTIFIC & TECHNICAL SERVICES",-117.02699,32.956264
542,OTHER SERVICES TO BUILDINGS & DWELLINGS,-116.68932,32.624596
543,OTHER PERSONAL & HOUSEHOLD GOODS R&M,-117.10358,32.66424
544,SECURITY GUARDS & PATROL SERVICES,-117.169624,32.731194
545,SECURITY GUARDS & PATROL SERVICES,-117.169624,32.731194
546,LESSORS OF OTHER NONFINANCIAL INTANGIBLE ASSE,-117.16615,32.839954
547,LESSORS OF OTHER NONFINANCIAL INTANGIBLE ASSE,-117.201416,32.769657
548,CONVENIENCE STORES,-117.16086,32.713615
549,"ALL OTH PROF, SCIENTIFIC & TECHNICAL SERVICES",-117.114365,32.747066
550,ARCHITECTURAL SERVICES,-117.146324,32.74729
551,COMPUTER SYSTEMS DESIGN & RELATED SERVICES,-117.09398,33.009354
552,"BUILDING, DEVELOPING & GENERAL CONTRACTING",-116.97889,32.637592
553,OTHER SERVICES TO BUILDINGS & DWELLINGS,-122.025246,37.998898
554,TIRE DEALERS,-117.134254,32.70637
555,GRAPHIC DESIGN SERVICES,-117.13212,32.748447
556,FREIGHT TRANSPORTATION ARRANGEMENT,-117.22754,32.947815
557,DANCE COMPANIES,-117.128716,32.799263
558,CLOTHING STORES,-117.07694,32.76111
559,ENGINEERING SERVICES,-117.23989,32.796715
560,ALL OTHER LEGAL SERVICES,-117.13898,32.746693
561,PEDI-CAB (COMPANY),-117.15137,32.71153
562,OTHER SPECIAL TRADE CONTRACTORS,-117.24142,33.151035
563,OTHER PERSONAL SERVICES,-116.998375,32.832397
564,OTHER AUTOMOTIVE R&M,-117.19823,32.7452
565,"ALL OTH PROF, SCIENTIFIC & TECHNICAL SERVICES",-117.22161,32.899536
566,OTHER PERSONAL SERVICES,-117.098656,32.90336
567,WAREHOUSING & STORAGE,-117.144844,32.8328
568,CARWASHES,-117.19823,32.7452
569,OPTICAL GOODS STORES,-117.12823,32.73859
570,"AUTOMOTIVE PARTS, ACCESSORIES & TIRE STORES",-117.15488,32.818016
571,AUTOMOTIVE R&M,-117.12336,32.89654
572,MANAGEMENT CONSULTING SERVICES,-117.22832,33.122578
573,GENERAL AUTOMOTIVE REPAIR,-117.15836,32.884857
574,CONSULTING SERVICES,-117.06127,33.03874
575,MISCELLANEOUS NONDURABLE GOODS WHSLE,-117.16294,32.884453
576,OTHER PERSONAL SERVICES,-117.24788,32.807194
577,RESIDENTIAL BUILDING CONSTRUCTION,-118.5716,34.433247
578,OTHER PERSONAL SERVICES,-117.2389,32.747143
579,ALL OTHER SPECIAL TRADE CONTRACTORS,-118.3342,34.19445
580,MOBILE FOOD SERVICES,-117.156975,32.810596
581,"PROFESSIONAL, SCIENTIFIC & TECHNICAL SERVICES",-117.204384,32.83233
582,MOTOR VEHICLE TOWING,-117.02893,32.58525
583,PERSONAL CARE SERVICES,-117.1119,32.71897
584,CLOTHING & CLOTHING ACCESSORIES STORES,-117.09902,32.7015
585,ELECTRICAL CONTRACTORS,-118.001625,34.127953
586,FULL-SERVICE RESTAURANTS,-117.21472,32.85096
587,OTHER MISCELLANEOUS STORE RETAILERS,-117.15544,32.888397
588,NURSING CARE FACILITIES,-117.1557,32.773266
589,OFFICES OF ALL OTH MISC HEALTH PRACTITIONERS,-117.20104,32.807335
590,AUTOMOTIVE TRANSMISSION REPAIR,-117.204384,32.773598
591,OTHER SPECIAL TRADE CONTRACTORS,-117.02086,32.718533
592,TRANSLATION & INTERPRETATION SERVICES,-117.15062,32.782143
593,WAREHOUSING & STORAGE,-117.119125,32.824047
594,COLLECTION AGENCIES,-116.9591,32.883778
595,ACCOUNTING/TAX PREP/BOOKKEEP/PAYROLL SERVICES,-117.16889,32.828255
596,OTHER ACTIVITIES RELATED TO REAL ESTATE,-117.14583,33.014614
597,REAL ESTATE PROPERTY MANAGERS,-117.230034,32.941124
598,USED HOUSEHOLD & OFFICE GOODS MOVING,-117.13819,33.061268
599,COMPUTER SYSTEMS DESIGN & RELATED SERVICES,-117.14262,32.80966
600,BEAUTY SHOPS - BOOTH RENTAL,-117.15533,32.71364
601,COMPUTER SYSTEMS DESIGN & RELATED SERVICES,-117.256065,32.80627
602,MOTION PICTURE & VIDEO PRODUCTION,-117.12645,32.754192
603,OTHER SERVICES TO BUILDINGS & DWELLINGS,-117.08859,32.679028
604,DISPLAY ADVERTISING,-117.231606,32.748898
605,"ALL OTH PROF, SCIENTIFIC & TECHNICAL SERVICES",-117.231606,32.748898
606,ALL OTHER PERSONAL SERVICES,-117.21006,32.75814
607,ALL OTHER PERSONAL SERVICES,-117.02881,32.71113
608,PERSONAL & HOUSEHOLD GOODS R&M,-117.197266,32.801792
609,USED CAR DEALERS,-117.146324,32.75063
610,OTHER AUTOMOTIVE R&M,-117.15198,32.834488
611,ALL OTHER PERSONAL SERVICES,-117.09764,32.72759
612,RESIDENTIAL BUILDING CONSTRUCTION,-117.02438,33.002224
613,ENGINEERING SERVICES,-117.172356,32.756477
614,MANAGEMENT CONSULTING SERVICES,-117.198654,32.78404
615,ALL OTHER AUTOMOTIVE R&M,-117.009895,32.736694
616,MATERIALS RECOVERY FACILITIES,-117.10099,32.737843
617,"SPECIALIZED FRGT (EXC USED) TRUCKING, LDIST",-116.93183,32.554337
618,BUSINESS TAX EXEMPT - NON PROFIT,-117.126724,32.837284
619,EDUCATIONAL SUPPORT SERVICES,-117.154915,32.773693
620,"PROFESSIONAL, SCIENTIFIC & TECHNICAL SERVICES",-117.08842,32.802414
621,CHILD & YOUTH SERVICES,-117.11695,32.816982
622,EDUCATIONAL SERVICES,-117.08299,32.91207
623,ADVERTISING AGENCIES,-117.146935,32.908855
624,OTHER COMPUTER RELATED SERVICES,-117.20234,32.880604
625,MANAGEMENT CONSULTING SERVICES,-117.875916,33.658577
626,OTHER COMPUTER RELATED SERVICES,-117.18404,32.9021
627,MISCELLANEOUS NONDURABLE GOODS WHSLE,-116.93395,32.555252
628,OTHER MISCELLANEOUS DURABLE GOODS WHSLE,-117.17893,32.880135
629,TAXI SERVICE,-117.13634,32.751686
630,OTHER COMPUTER RELATED SERVICES,-117.12221,32.814953
631,MANAGEMENT OF COMPANIES & ENTERPRISES,-117.23753,32.95491
632,ALL OTHER CONSUMER GOODS RENTAL,-117.16516,32.884743
633,"INDEPENDENT ARTISTS, WRITERS & PERFORMERS",-117.13246,32.71584
634,ALL OTHER AMUSEMENT & RECREATION INDUSTRIES,-117.07439,33.02021
635,SCIENTIFIC R&D SERVICES,-117.15014,32.893593
636,EDUCATIONAL SERVICES,-117.21214,32.855774
637,OFFICES OF ALL OTH MISC HEALTH PRACTITIONERS,-117.045235,32.8029
638,EXTERMINATING & PEST CONTROL SERVICES,-117.31296,33.109818
639,ACTIVITIES RELATED TO REAL ESTATE,-117.24391,32.738594
640,GROCERY STORES,-117.25024,32.750916
641,"INDEPENDENT ARTISTS, WRITERS & PERFORMERS",-117.240906,32.750343
642,ADVERTISING & RELATED SERVICES,-117.12588,32.92505
643,CLOTHING & CLOTHING ACCESSORIES STORES,-117.03581,32.54969
644,AGENTS/MANAGERS FOR ARTISTS & OTH PUBLIC FIGU,-117.18482,33.01581
645,RECREATIONAL GOODS RENTAL,-117.168976,32.820934
646,OFFICES OF DENTISTS,-117.10756,32.951134
647,CHILD DAY CARE SERVICES,-117.23301,32.92678
648,CONSULTING SERVICES,-117.12344,32.89501
649,OTHER BUSINESS SERVICES,-116.95746,32.86452
650,GLASS & GLAZING CONTRACTORS,-117.18433,32.823215
651,"ALL OTH PROF, SCIENTIFIC & TECHNICAL SERVICES",-116.9616,32.83438
652,PHOTOGRAPHIC SERVICES,-117.24561,32.809208
653,"ARCHITECTURAL, ENGINEERING & RELATED SERVICES",-118.17671,33.80075
654,"BEER, WINE & LIQUOR STORES",-117.24122,32.74868
655,OTHER CREDIT INTERMEDIATION ACTIVITIES,-116.94224,32.5535
656,ACTIVITIES RELATED TO CREDIT INTERMEDIATION,-117.03618,32.549873
657,OTHER FINANCIAL VEHICLES,-117.0341,32.547752
658,CHECK CASHING,-117.03796,32.55074
659,ACTIVITIES RELATED TO CREDIT INTERMEDIATION,-116.94264,32.554806
660,CHECK CASHING,-117.05495,32.556152
661,"AUTOMOTIVE BODY, PAINT & INTERIOR R&M",-117.150375,32.81997
662,OTHER SPECIAL TRADE CONTRACTORS,-117.67916,34.059868
663,SECURITY SYSTEMS SERVICES,-122.24284,37.781403
664,OTHER AUTOMOTIVE MECHANICAL & ELECTRICAL R&M,-117.203224,32.790424
665,VETERINARY SERVICES,-117.23259,32.80062
666,VETERINARY SERVICES,-117.14807,32.75202
667,TIRE & TUBE WHSLE,-117.16588,32.88365
668,REMEDIATION SERVICES,-117.08409,32.57539
669,REAL ESTATE PROPERTY MANAGERS,-117.018005,32.618404
670,SPECIAL TRADE CONTRACTORS,-117.17463,32.784115
671,ALL OTHER GENERAL MERCHANDISE STORES,-117.079384,32.756374
672,CARPENTRY & FLOOR CONTRACTORS,-117.67519,33.574078
673,TAXI SERVICE,-117.087204,32.750984
674,ALL OTHER TRANSIT & GROUND PASSENGER TRANS,-117.08797,32.747147
675,TAXI SERVICE,-117.07806,32.743076
676,TAXI SERVICE,-117.056274,32.7065
677,TAXI SERVICE,-117.08523,32.747105
678,TAXI SERVICE,-117.11061,32.75124
679,TAXI SERVICE,-117.12769,32.753586
680,TAXI & LIMOUSINE SERVICE,-117.10565,33.023186
681,TAXI SERVICE,-117.08169,32.729946
682,TAXI SERVICE,-117.071945,32.98166
683,TAXI SERVICE,-117.20065,32.785767
684,TAXI SERVICE,-117.123604,32.919827
685,TAXI SERVICE,-117.131744,32.80238
686,WASTE TREATMENT & DISPOSAL,-117.19409,32.766937
687,OTHER PERSONAL & HOUSEHOLD GOODS R&M,-117.13485,32.762867
688,ELECTRONIC SHOPPING & MAIL-ORDER HOUSES,-117.13198,32.718983
689,TAXI SERVICE,-117.18803,32.83347
690,REAL ESTATE PROPERTY MANAGERS,-117.14815,32.809586
691,"GENERAL FREIGHT TRUCKING, LOCAL",-117.05277,32.672733
692,SPECIALIZED FREIGHT TRUCKING,-117.05342,32.55952
693,OTHER SERVICES TO BUILDINGS & DWELLINGS,-117.088,32.74832
694,SWAP MEET VENDOR,-117.08641,32.576492
695,ADMIN & GEN MANAGEMENT CONSULTING SERVICES,-117.15319,32.811844
696,MANUFACTURING,-117.188866,32.899208
697,CLOTHING & CLOTHING ACCESSORIES STORES,-117.20864,32.873875
698,ALL OTH MISC CHEMICAL PRODUCT & PREP MFG,-117.11609,32.833706
699,FURNITURE & HOME FURNISHINGS STORES,-117.12839,32.89695
700,ALL OTHER PERSONAL SERVICES,-117.16996,32.82093
701,CONSULTING SERVICES,-117.22183,32.810272
702,OFFICES OF OTHER MENTAL HEALTH PRACTITIONERS,-117.11246,32.898716
703,REAL ESTATE,-117.02296,32.710335
704,OTHER SCHOOLS & INSTRUCTION,-117.24762,32.739574
705,"AUTOMOTIVE PARTS, ACCESSORIES & TIRE STORES",-117.12337,32.896618
706,ALL OTHER GENERAL MERCHANDISE STORES,-117.158424,32.828827
707,AUTOMOBILE DEALERS,-117.158424,32.828827
708,"PLUMBING, HEATING & AC CONTRACTOR",-116.97918,32.860046
709,RENTAL & LEASING SERVICES,-117.25422,32.78881
710,"BUILDING, DEVELOPING & GENERAL CONTRACTING",-117.05833,32.57267
711,ALL OTHER PERSONAL SERVICES,-117.13758,32.750103
712,JANITORIAL SERVICES,-117.12981,32.83795
713,ALL OTHER HEAVY CONSTRUCTION,-117.08775,32.611717
714,"PROFESSIONAL, SCIENTIFIC & TECHNICAL SERVICES",-117.09508,32.78296
715,"GENERAL FREIGHT TRUCKING, LOCAL",-117.118324,32.764103
716,SCIENTIFIC R&D SERVICES,-117.22125,32.896313
717,OTHER ACTIVITIES RELATED TO REAL ESTATE,-117.16561,32.80946
718,ADMINISTRATIVE & SUPPORT SERVICES,-117.13175,32.809616
719,ELECTRICAL CONTRACTORS,-117.13175,32.809616
720,PARKING LOTS & GARAGES,-117.169174,32.717896
721,PAINTING & WALL COVERING CONTRACTORS,-117.468254,33.75841
722,PARKING LOTS & GARAGES,-117.158485,32.773476
723,PARKING LOTS & GARAGES,-117.1547,32.71496
724,PERSONAL & HOUSEHOLD GOODS R&M,-117.09313,32.786903
725,OFFICES OF LAWYERS,-117.1674,32.71936
726,SWAP MEET VENDOR,-117.214676,32.754192
727,OFFICES OF REAL ESTATE AGENTS & BROKERS,-117.25465,32.73261
728,BEAUTY SALONS,-117.12769,32.74931
729,CARPET & UPHOLSTERY CLEANING SERVICES,-117.006096,32.747246
730,ELECTRONIC SHOPPING & MAIL-ORDER HOUSES,-117.13169,32.89645
731,SERVICES TO BUILDINGS & DWELLINGS,-117.15176,32.890877
732,TATTOO PARLORS,-117.24921,32.797955
733,TAXI SERVICE,-117.0384,32.685013
734,TRAVEL ARRANGEMENT & RESERVATION SERVICES,-117.218025,32.829525
735,ALL OTHER AUTOMOTIVE R&M,-117.025154,32.689938
736,CARPET & UPHOLSTERY CLEANING SERVICES,-117.09323,32.669865
737,SPECIAL TRADE CONTRACTORS,-117.110405,32.784363
738,"ALL OTH PROF, SCIENTIFIC & TECHNICAL SERVICES",-117.174065,32.747078
739,ALL OTHER BUSINESS SUPPORT SERVICES,-117.16074,32.91771
740,AUTOMOTIVE R&M,-117.09782,32.784206
741,HOME HEALTH CARE SERVICES,-117.20107,32.797012
742,TAXI SERVICE,-117.143715,32.74535
743,OTHER SPECIAL TRADE CONTRACTORS,-117.151375,32.90492
744,ARCHITECTURAL SERVICES,-118.387985,34.026447
745,"ALL OTH PROF, SCIENTIFIC & TECHNICAL SERVICES",-117.0585,32.594727
746,TAXI SERVICE,-117.10516,32.734898
747,EDUCATIONAL SUPPORT SERVICES,-117.20507,32.900978
748,OTHER MISCELLANEOUS DURABLE GOODS WHSLE,-117.09138,32.80024
749,BEAUTY SALONS,-117.12977,32.95588
750,LIMOUSINE SERVICE,-117.11945,32.764294
751,ALL OTHER SPECIAL TRADE CONTRACTORS,-118.05521,33.964516
752,ALL OTHER HOME FURNISHINGS STORES,-117.09619,32.78296
753,HOME HEALTH CARE SERVICES,-117.15186,32.89089
754,"AMUSEMENT, GAMBLING & RECREATION INDUSTRIES",-117.11786,32.965157
755,COLLECTION AGENCIES,-117.158485,32.773476
756,OFFICES OF ALL OTH MISC HEALTH PRACTITIONERS,-117.16075,32.83266
757,PET CARE (EXCEPT VETERINARY) SERVICES,-117.22232,32.900288
758,POOL CLEANING & MAINTENANCE,-117.08245,33.02667
759,OFFICES OF REAL ESTATE AGENTS & BROKERS,-117.232056,32.9238
760,BEAUTY SALONS,-117.12956,32.73043
761,MANAGEMENT CONSULTING SERVICES,-117.13449,32.83818
762,OTHER PERSONAL SERVICES,-117.14977,32.832752
763,OTHER INDIVIDUAL & FAMILY SERVICES,-117.068375,33.118145
764,"GIFT, NOVELTY & SOUVENIR STORES",-117.022514,32.795063
765,OFFICES OF ALL OTH MISC HEALTH PRACTITIONERS,-117.14127,32.749393
766,SCIENTIFIC R&D SERVICES,-117.15013,32.82726
767,SCIENTIFIC R&D SERVICES,-117.15207,32.827255
768,SCIENTIFIC R&D SERVICES,-117.150955,32.827255
769,"ALL OTH PROF, SCIENTIFIC & TECHNICAL SERVICES",-117.13177,32.809444
770,ALL OTHER HEALTH & PERSONAL CARE STORES,-117.14885,32.831276
771,OTHER WATER TRANSPORTATION SUPPORT ACTIVITIES,-117.137566,32.752876
772,EDUCATIONAL SERVICES,-117.115395,32.90343
773,RELIGIOUS ORGANIZATIONS,-117.12932,32.719666
774,RELIGIOUS ORGANIZATIONS,-117.12932,32.719666
775,RELIGIOUS ORGANIZATIONS,-117.091545,32.978302
776,OTHER PERSONAL SERVICES,-117.09732,32.657295
777,FULL-SERVICE RESTAURANTS,-117.12929,32.74086
778,SCIENTIFIC R&D SERVICES,-117.18872,32.898796
779,"AUTOMOTIVE BODY, PAINT & INTERIOR R&M",-117.23807,32.917324
780,DIRECT SELLING ESTABLISHMENTS,-117.05587,32.56287
781,TAXI SERVICE,-117.12288,32.75942
782,OTHER ELECTRONIC & PRECISION EQUIPMENT R&M,-116.997284,32.850857
783,FRESH FRUIT & VEGETABLE WHSLE,-117.1116,32.749706
784,OTHER BUSINESS SUPPORT SERVICES,-116.932,32.55742
785,"ARCHITECTURAL, ENGINEERING & RELATED SERVICES",-117.08778,32.644825
786,PAINTING & WALL COVERING CONTRACTORS,-116.80425,32.840668
787,ELECTRICAL CONTRACTORS,-117.03725,32.62799
788,SPECIAL TRADE CONTRACTORS,-117.069664,32.609703
789,ALL OTHER MISCELLANEOUS SCHOOLS & INSTRUCTION,-116.974785,32.55336
790,CARPET & UPHOLSTERY CLEANING SERVICES,-117.223595,32.868355
791,EDUCATIONAL SUPPORT SERVICES,-117.212326,32.921158
792,ALL OTHER SCHOOLS & INSTRUCTION,-117.16916,32.747334
793,MORTGAGE & NONMORTGAGE BROKERS,-117.15319,32.811844
794,EDUCATIONAL SERVICES,-117.1516,32.832752
795,SPORTS & RECREATION INSTRUCTION,-117.09605,32.906845
796,INVESTMENT BANKING & SECURITIES DEALING,-117.24066,32.948536
797,"R&D IN PHYSICAL, ENGINEERING & LIFE SCIENCES",-117.23574,32.937492
798,ALL OTH HEALTH PRACTITIONERS' OFFICES,-117.17217,32.729973
799,ELECTRONIC & PRECISION EQUIPMENT R&M,-117.13802,32.82057
800,CONSULTING SERVICES,-117.139694,32.891563
801,"BUILDING, DEVELOPING & GENERAL CONTRACTING",-117.165794,32.834652
802,ELECTRICAL CONTRACTORS,-117.157196,32.80572
803,"PROFESSIONAL, SCIENTIFIC & TECHNICAL SERVICES",-117.18547,32.852737
804,USED CAR DEALERS,-117.13462,32.838066
805,OTHER DIRECT SELLING ESTABLISHMENTS,-117.189095,32.899597
806,EDUCATIONAL SUPPORT SERVICES,-117.07454,32.580547
807,BROADCASTING & TELECOMMUNICATIONS,-117.21729,32.853477
808,OTHER MISCELLANEOUS STORE RETAILERS,-117.24857,32.95081
809,BLIND & SHADE MFG,-117.14401,32.88906
810,OTHER AMBULATORY HEALTH CARE SERVICES,-117.1203,32.83076
811,HOME HEALTH CARE SERVICES,-117.18535,32.852345
812,OFFICES OF OTHER HEALTH PRACTITIONERS,-117.1203,32.83076
813,EDUCATIONAL SERVICES,-117.139145,32.80972
814,INSURANCE AGENCIES & BROKERAGES,-117.16437,32.83263
815,OTHER HOME FURNISHINGS STORES,-117.150955,32.88505
816,COMPUTER & ELECTRONIC PRODUCT MFG,-117.22175,32.896744
817,TRANSPORTATION SUPPORT ACTIVITIES,-117.1557,32.773266
818,HOME HEALTH CARE SERVICES,-117.333534,33.1856
819,ACCOUNTING/TAX PREP/BOOKKEEP/PAYROLL SERVICES,-117.23744,32.93001
820,"AUTOMOTIVE BODY, PAINT & INTERIOR R&M",-117.10087,32.785015
821,OFFICES OF DENTISTS,-117.12951,32.762886
822,ELECTRICAL CONTRACTORS,-117.8445,33.71551
823,CIVIC & SOCIAL ORGANIZATIONS,-117.16453,32.79271
824,RETAIL SALES VIA INTERNET/WEBSITES,-117.2246,32.811874
825,ALL OTHER SPECIAL TRADE CONTRACTORS,-117.7129,33.64659
826,"ALL OTH PROF, SCIENTIFIC & TECHNICAL SERVICES",-117.74598,33.664665
827,NONSTORE RETAILERS,-117.219,32.74915
828,CIVIC & SOCIAL ORGANIZATIONS,-117.16368,32.71675
829,SERVICES TO BUILDINGS & DWELLINGS,-117.04971,32.567097
830,SWAP MEET VENDOR,-117.08351,32.661217
831,OFFICES OF CHIROPRACTORS,-117.08462,32.721428
